ProductName|StringID
Microsoft Teams Calling Plan pay-as-you-go (country zone 1 - US)|Microsoft_Teams_Calling_Plan_pay_as_you_go_(country_zone_1_US)
Microsoft Teams Domestic Calling Plan (240 min)|MCOPSTN_6
Microsoft Teams EEA|Microsoft_Teams_EEA_New
Microsoft Teams Essentials|Teams_Ess
Microsoft Teams Essentials (Microsoft Entra identity)|TEAMS_ESSENTIALS_AAD
Microsoft Teams Exploratory|TEAMS_EXPLORATORY
Microsoft Teams Exploratory Dept|Microsoft_Teams_Exploratory_Dept
Microsoft Teams Phone Standard|MCOEV
Microsoft Teams Phone Standard for DOD|MCOEV_DOD
Microsoft Teams Phone Standard for Faculty|MCOEV_FACULTY
Microsoft Teams Phone Standard for GCC|MCOEV_GOV
Microsoft Teams Phone Standard for GCCHIGH|MCOEV_GCCHIGH
Microsoft Teams Phone Standard for Small and Medium Business|MCOEVSMB_1
Microsoft Teams Phone Standard for Student|MCOEV_STUDENT
Microsoft Teams Phone Standard for TELSTRA|MCOEV_TELSTRA
Microsoft Teams Phone Standard_System_USGOV_DOD|MCOEV_USGOV_DOD
Microsoft Teams Phone Standard_USGOV_GCCHIGH|MCOEV_USGOV_GCCHIGH
Microsoft Teams Phone Resource Account|PHONESYSTEM_VIRTUALUSER
Microsoft Teams Phone Resource Account for Faculty|PHONESYSTEM_VIRTUALUSER_FACULTY
Microsoft Teams Phone Resource Account for GCC|PHONESYSTEM_VIRTUALUSER_GOV
Microsoft Teams Phone Resource Account_USGOV_GCCHIGH|PHONESYSTEM_VIRTUALUSER_USGOV_GCCHIGH
Microsoft Teams Premium Introductory Pricing|Microsoft_Teams_Premium
Microsoft Teams Rooms Basic|Microsoft_Teams_Rooms_Basic
Microsoft Teams Rooms Basic for EDU|Microsoft_Teams_Rooms_Basic_FAC
Microsoft Teams Rooms Basic without Audio Conferencing|Microsoft_Teams_Rooms_Basic_without_Audio_Conferencing
Microsoft Teams Rooms Pro|Microsoft_Teams_Rooms_Pro
Microsoft Teams Rooms Pro for EDU|Microsoft_Teams_Rooms_Pro_FAC
Microsoft Teams Rooms Pro for GCC|Microsoft_Teams_Rooms_Pro_GCC
Microsoft Teams Rooms Pro without Audio Conferencing|Microsoft_Teams_Rooms_Pro_without_Audio_Conferencing
Microsoft Teams Rooms Standard|MEETING_ROOM
Microsoft Teams Rooms Standard for GCC|MEETING_ROOM_GOV
Microsoft Teams Rooms Standard for GCC without Audio Conferencing|MEETING_ROOM_GOV_NOAUDIOCONF
Microsoft Teams Shared Devices|MCOCAP
Microsoft Teams Shared Devices for Faculty|MCOCAP_FACULTY
Microsoft Teams Shared Devices for GCC|MCOCAP_GOV
Microsoft Teams Trial|MS_TEAMS_IW
Microsoft Threat Experts - Experts on Demand|EXPERTS_ON_DEMAND
Microsoft Workplace Analytics|WORKPLACE_ANALYTICS
Microsoft Viva Goals|Microsoft_Viva_Goals
Microsoft Viva Glint|Viva_Glint_Standalone
Microsoft Viva Suite|VIVA
Minecraft Education Faculty|MEE_FACULTY
Minecraft Education Student|MEE_STUDENT
Office 365 Multi-Geo Capabilities|OFFICE365_MULTIGEO
Nonprofit Portal|NONPROFIT_PORTAL
Office 365 A1 for Faculty|STANDARDWOFFPACK_FACULTY
Office 365 A1 Plus for Faculty|STANDARDWOFFPACK_IW_FACULTY
Office 365 A1 for Students|STANDARDWOFFPACK_STUDENT
Office 365 A1 Plus for Students|STANDARDWOFFPACK_IW_STUDENT
Office 365 A3 for Faculty|ENTERPRISEPACKPLUS_FACULTY
Office 365 A3 for Students|ENTERPRISEPACKPLUS_STUDENT
Office 365 A5 for faculty|ENTERPRISEPREMIUM_FACULTY
Office 365 A5 for students|ENTERPRISEPREMIUM_STUDENT
Office 365 Advanced Compliance|EQUIVIO_ANALYTICS
Microsoft Copilot for Microsoft 365|M365_Copilot
Microsoft Defender for Office 365 (Plan 1)|ATP_ENTERPRISE
Office 365 Extra File Storage for GCC|SHAREPOINTSTORAGE_GOV
Microsoft Teams Commercial Cloud|TEAMS_COMMERCIAL_TRIAL
Microsoft Teams EEA|Microsoft_Teams_EEA_New
Microsoft Sales Copilot|Microsoft_Viva_Sales
Office 365 Cloud App Security|ADALLOM_O365
Office 365 Extra File Storage|SHAREPOINTSTORAGE
Office 365 E1|STANDARDPACK
Office 365 E1 EEA (no Teams)|Office_365_w/o_Teams_Bundle_E1
Office 365 E2|STANDARDWOFFPACK
Office 365 E3|ENTERPRISEPACK
Office 365 E3 EEA (no Teams)|O365_w/o_Teams_Bundle_E3
Office 365 E3 Developer|DEVELOPERPACK
Office 365 E3_USGOV_DOD|ENTERPRISEPACK_USGOV_DOD
Office 365 E3_USGOV_GCCHIGH|ENTERPRISEPACK_USGOV_GCCHIGH
Office 365 E4|ENTERPRISEWITHSCAL
Office 365 E5|ENTERPRISEPREMIUM
Office 365 E5 EEA (no Teams)|Office_365_w/o_Teams_Bundle_E5
Office 365 E5 EEA (no Teams) without Audio Conferencing|Office_365_E5_EEA_(no_Teams)_without_Audio_Conferencing
Office 365 E5 without Audio Conferencing|ENTERPRISEPREMIUM_NOPSTNCONF
Office 365 F3|DESKLESSPACK
Office 365 F3 EEA (no Teams)|Office_365_F3_EEA_(no_Teams)
Office 365 F3_USGOV_GCCHIGH|DESKLESSPACK_USGOV_GCCHIGH
Office 365 G1 GCC|STANDARDPACK_GOV
Office 365 G3 GCC|ENTERPRISEPACK_GOV
Office 365 G3 without Microsoft 365 Apps GCC|ENTERPRISEPACKWITHOUTPROPLUS_GOV
Office 365 G5 GCC|ENTERPRISEPREMIUM_GOV
Office 365 GCC G5 without Power BI and Phone System|ENTERPRISEPREMIUM_NOPBIPBX_GOV
Office 365 GCC G5 without Audio Conferencing|ENTERPRISEPREMIUM_NOPSTNCONF_NOPBI_GOV
Office 365 Advanced Compliance for GCC|EQUIVIO_ANALYTICS_GOV
Office 365 Midsize Business|MIDSIZEPACK
Office 365 Small Business|LITEPACK
Office 365 Small Business Premium|LITEPACK_P2
Office Mobile Apps for Office 365 for GCC|OFFICEMOBILE_SUBSCRIPTION_GOV_TEST
OneDrive for Business (Plan 1)|WACONEDRIVESTANDARD
OneDrive for Business (Plan 2)|WACONEDRIVEENTERPRISE
PowerApps & Flow GCC Test - O365 & Dyn365 Plans|POWERFLOWGCC_TEST
Power Apps and Logic Flows|POWERAPPS_INDIVIDUAL_USER
Power Apps per app baseline access|POWERAPPS_PER_APP_IW
Power Apps per app Plan|POWERAPPS_PER_APP
Power Apps per app Plan (1 app or portal)|POWERAPPS_PER_APP_NEW
Power Apps Per App BD Only for GCC|POWERAPPS_PER_APP_BD_ONLY_GCC
Power Apps per app plan (1 app or website) BD Only â€“ GCC|Power_Apps_per_app_plan_(1_app_or_portal)_BD_Only_GCC
Power Apps per app plan (1 app or website) for Government|POWERAPPS_PER_APP_GCC_NEW
Power Apps per app plan for Government|POWERAPPS_PER_APP_GCC
Power Apps Per User BD Only|POWERAPPS_PER_USER_BD_ONLY
Power Apps per user Plan|POWERAPPS_PER_USER
Power Apps per user Plan for Government|POWERAPPS_PER_USER_GCC
Power Apps Plan 1 for Government|POWERAPPS_P1_GOV
Power Apps Portals login capacity add-on Tier 2 (10 unit min)|POWERAPPS_PORTALS_LOGIN_T2
Power Apps Portals login capacity add-on Tier 2 (10 unit min) for Government|POWERAPPS_PORTALS_LOGIN_T2_GCC
Power Apps Portals login capacity add-on Tier 3 (50 unit min)|POWERAPPS_PORTALS_LOGIN_T3
Power Apps Portals page view capacity add-on|POWERAPPS_PORTALS_PAGEVIEW
Power Apps Portals page view capacity add-on for Government|POWERAPPS_PORTALS_PAGEVIEW_GCC
Power Automate per flow plan|FLOW_BUSINESS_PROCESS
Power Automate per flow plan for Government|FLOW_BUSINESS_PROCESS_GCC
Power Automate per user plan|FLOW_PER_USER
Power Automate per user plan dept|FLOW_PER_USER_DEPT
Power Automate per user plan for Government|FLOW_PER_USER_GCC
Power Automate Premium|POWERAUTOMATE_ATTENDED_RPA
Power Automate Plan 1 for Government (Qualified Offer)|FLOW_P1_GOV
Power Automate Premium for Government|POWERAUTOMATE_ATTENDED_RPA_GCC
Power Automate unattended RPA add-on|POWERAUTOMATE_UNATTENDED_RPA
Power Automate unattended RPA add-on for Government|POWERAUTOMATE_UNATTENDED_RPA_GCC
Power BI|POWER_BI_INDIVIDUAL_USER
Power BI for Office 365 Add-On|POWER_BI_ADDON
Power BI Premium P1|PBI_PREMIUM_P1_ADDON
Power BI Premium P1 GCC|PBI_PREMIUM_P1_ADDON_GCC
Power BI Premium Per User|PBI_PREMIUM_PER_USER
Power BI Premium Per User Add-On|PBI_PREMIUM_PER_USER_ADDON
Power BI Premium Per User Add-On for GCC|PBI_PREMIUM_PER_USER_ADDON_GCC
Power BI Premium Per User Add-On for GCC|PBI_PREMIUM_PER_USER_ADDON_CE_GCC
Power BI Premium Per User for Faculty|PBI_PREMIUM_PER_USER_FACULTY
Power BI Premium Per User Dept|PBI_PREMIUM_PER_USER_DEPT
Power BI Premium Per User for Government|PBI_PREMIUM_PER_USER_GCC
Power BI Pro|POWER_BI_PRO
Power BI Pro CE|POWER_BI_PRO_CE
Power BI Pro Dept|POWER_BI_PRO_DEPT
Power BI Pro for Faculty|POWER_BI_PRO_FACULTY
Power BI Pro for GCC|POWERBI_PRO_GOV
Power Pages authenticated users T1 100 users/per site/month capacity pack|Power_Pages_authenticated_users_T1_100_users/per_site/month_capacity_pack
Power Pages authenticated users T1 100 users/per site/month capacity pack CN_CN|Power Pages authenticated users T1_CN_CN
Power Pages authenticated users T1 100 users/per site/month capacity pack_GCC|Power_Pages_authenticated_users_T1_100_users/per_site/month_capacity_pack_GCC
Power Pages authenticated users T1 100 users/per site/month capacity pack_USGOV_DOD|Power_Pages_authenticated_users_T1_100_users/per_site/month_capacity_pack_USGOV_DOD
Power Pages authenticated users T1 100 users/per site/month capacity pack_USGOV_GCCHIGH|Power_Pages_authenticated_users_T1_100_users/per_site/month_capacity_pack_USGOV_GCCHIGH
Power Pages authenticated users T2 min 100 units - 100 users/per site/month capacity pack|Power_Pages_authenticated_users_T2_min_100_units_100_users/per_site/month_capacity_pack
Power Pages authenticated users T2 min 100 units - 100 users/per site/month capacity pack CN_CN|Power Pages authenticated users T2_CN_CN
Power Pages authenticated users T2 min 100 units - 100 users/per site/month capacity pack_GCC|Power_Pages_authenticated_users_T2_min_100_units_100_users/per_site/month_capacity_pack_GCC
Power Pages authenticated users T2 min 100 units - 100 users/per site/month capacity pack_USGOV_DOD|Power_Pages_authenticated_users_T2_min_100_units_100_users/per_site/month_capacity_pack_USGOV_DOD
Power Pages authenticated users T2 min 100 units - 100 users/per site/month capacity pack_USGOV_GCCHIGH|Power_Pages_authenticated_users_T2_min_100_units_100_users/per_site/month_capacity_pack_USGOV_GCCHIGH
Power Pages authenticated users T3 min 1,000 units - 100 users/per site/month capacity pack|Power_Pages_authenticated_users_T3_min_1,000_units_100_users/per_site/month_capacity_pack
Power Pages authenticated users T3 min 1,000 units - 100 users/per site/month capacity pack CN_CN|Power Pages authenticated users T3_CN_CN
Power Pages authenticated users T3 min 1,000 units - 100 users/per site/month capacity pack_GCC|Power_Pages_authenticated_users_T3_min_1,000_units_100_users/per_site/month_capacity_pack_GCC
Power Pages authenticated users T3 min 1,000 units - 100 users/per site/month capacity pack_USGOV_DOD|Power_Pages_authenticated_users_T3_min_1,000_units_100_users/per_site/month_capacity_pack_USGOV_DOD
Power Pages authenticated users T3 min 1,000 units - 100 users/per site/month capacity pack_USGOV_GCCHIGH|Power_Pages_authenticated_users_T3_min_1,000_units_100_users/per_site/month_capacity_pack_USGOV_GCCHIGH
Power Pages vTrial for Makers|Power_Pages_vTrial_for_Makers
Power BI Premium EM1|PBI_PREMIUM_EM1_ADDON
Power BI Premium EM2|PBI_PREMIUM_EM2_ADDON
Power Virtual Agent|VIRTUAL_AGENT_BASE
Power Virtual Agent for GCC|VIRTUAL_AGENT_BASE_GCC
Power Virtual Agent User License|VIRTUAL_AGENT_USL
Power Virtual Agent User License for GCC|VIRTUAL_AGENT_USL_GCC
Power Virtual Agents Viral Trial|CCIBOTS_PRIVPREV_VIRAL
Privacy Management â€“ risk|PRIVACY_MANAGEMENT_RISK
Privacy Management - risk for EDU|PRIVACY_MANAGEMENT_RISK_EDU
Privacy Management - risk GCC|PRIVACY_MANAGEMENT_RISK_GCC
Privacy Management - risk_USGOV_DOD|PRIVACY_MANAGEMENT_RISK_USGOV_DOD
Privacy Management - risk_USGOV_GCCHIGH|PRIVACY_MANAGEMENT_RISK_USGOV_GCCHIGH
Privacy Management - subject rights request (1)|PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_1_V2
Privacy Management - subject rights request (1) for EDU|PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_1_EDU_V2
Privacy Management - subject rights request (1) GCC|PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_1_V2_GCC
Privacy Management - subject rights request (1) USGOV_DOD|PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_1_V2_USGOV_DOD
Privacy Management - subject rights request (1) USGOV_GCCHIGH|PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_1_V2_USGOV_GCCHIGH
Privacy Management - subject rights request (10)|PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_10_V2
Privacy Management - subject rights request (10) for EDU|PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_10_EDU_V2
Privacy Management - subject rights request (10) GCC|PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_10_V2_GCC
Privacy Management - subject rights request (10) USGOV_DOD|PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_10_V2_USGOV_DOD
Privacy Management - subject rights request (10) USGOV_GCCHIGH|PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_10_V2_USGOV_GCCHIGH
Privacy Management - subject rights request (50)|PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_50
Privacy Management - subject rights request (50)|PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_50_V2
Privacy Management - subject rights request (50) for EDU|PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_50_EDU_V2
Privacy Management - subject rights request (100)|PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_100_V2
Privacy Management - subject rights request (100) for EDU|PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_100_EDU_V2
Privacy Management - subject rights request (100) GCC|PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_100_V2_GCC
Privacy Management - subject rights request (100) USGOV_DOD|PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_100_V2_USGOV_DOD
Privacy Management - subject rights request (100) USGOV_GCCHIGH|PRIVACY_MANAGEMENT_SUB_RIGHTS_REQ_100_V2_USGOV_GCCHIGH
Project for Office 365|PROJECTCLIENT
Project Online Essentials|PROJECTESSENTIALS
Project Online Essentials for Faculty|PROJECTESSENTIALS_FACULTY
Project Online Essentials for GCC|PROJECTESSENTIALS_GOV
Project Online Premium|PROJECTPREMIUM
Project Online Premium without Project Client|PROJECTONLINE_PLAN_1
Project Online with Project for Office 365|PROJECTONLINE_PLAN_2
Project Plan 1|PROJECT_P1
Project Plan 1 (for Department)|PROJECT_PLAN1_DEPT
Project Plan 3|PROJECTPROFESSIONAL
Project Plan 3 (for Department)|PROJECT_PLAN3_DEPT
Project Plan 3 for Faculty|PROJECTPROFESSIONAL_FACULTY
Project Plan 3 for GCC|PROJECTPROFESSIONAL_GOV
Project Plan 3 for GCC TEST|Project_Professional_TEST_GCC
Project Plan 3_USGOV_GCCHIGH|PROJECTPROFESSIONAL_USGOV_GCCHIGH
Project Plan 5 for faculty|PROJECTPREMIUM_FACULTY
Project Plan 5 for GCC|PROJECTPREMIUM_GOV
Project Plan 5 without Project Client for Faculty|PROJECTONLINE_PLAN_1_FACULTY
Rights Management Adhoc|RIGHTSMANAGEMENT_ADHOC
Rights Management Service Basic Content Protection|RMSBASIC
Sensor Data Intelligence Additional Machines Add-in for Dynamics 365 Supply Chain Management|DYN365_IOT_INTELLIGENCE_ADDL_MACHINES
Sensor Data Intelligence Scenario Add-in for Dynamics 365 Supply Chain Management|DYN365_IOT_INTELLIGENCE_SCENARIO
SharePoint Online (Plan 1)|SHAREPOINTSTANDARD
SharePoint Online (Plan 2)|SHAREPOINTENTERPRISE
SharePoint Syntex|Intelligent_Content_Services
Skype for Business Online (Plan 1)|MCOIMP
Skype for Business Online (Plan 2)|MCOSTANDARD
Skype for Business PSTN Domestic and International Calling|MCOPSTN2
Skype for Business PSTN Domestic Calling|MCOPSTN1
Skype for Business PSTN Domestic Calling (120 Minutes)|MCOPSTN5
Skype for Business PSTN Calling Domestic Small|MCOPSTN5
Skype for Business PSTN Usage Calling Plan|MCOPSTNPP
Teams Phone Mobile|Operator_Connect_Mobile
Teams Phone with Calling Plan|MCOTEAMS_ESSENTIALS
Teams Premium (for Departments)|Teams_Premium_(for_Departments)
TELSTRA Calling for O365|MCOPSTNEAU2
Universal Print|UNIVERSAL_PRINT
Visio Plan 1|VISIO_PLAN1_DEPT
Visio Plan 2|VISIO_PLAN2_DEPT
Visio Online Plan 1|VISIOONLINE_PLAN1
Visio Plan 2 for Faculty|VISIOCLIENT_FACULTY
Visio Online Plan 2|VISIOCLIENT
Visio Plan 2 for GCC|VISIOCLIENT_GOV
Visio Plan 2_USGOV_GCCHIGH|VISIOCLIENT_USGOV_GCCHIGH
Viva Goals User-led|Viva_Goals_User_led
Viva Topics|TOPIC_EXPERIENCES
Viva Learning|VIVA_LEARNING
Windows 10/11 Enterprise E5 (Original)|WIN_ENT_E5
Windows 10/11 Enterprise A3 for faculty|WIN10_ENT_A3_FAC
Windows 10/11 Enterprise A3 for students|WIN10_ENT_A3_STU
Windows 10/11 Enterprise A5 for faculty|WIN10_ENT_A5_FAC
WINDOWS 10/11 ENTERPRISE E3|WIN10_PRO_ENT_SUB
WINDOWS 10/11 ENTERPRISE E3|WIN10_VDA_E3
Windows 10/11 Enterprise E5|WIN10_VDA_E5
Windows 10/11 Enterprise E5 Commercial (GCC Compatible)|WINE5_GCC_COMPAT
Windows 10/11 Enterprise VDA|E3_VDA_only
Windows 365 Business 1 vCPU 2 GB 64 GB|CPC_B_1C_2RAM_64GB
Windows 365 Business 2 vCPU 4 GB 128 GB|CPC_B_2C_4RAM_128GB
Windows 365 Business 2 vCPU 4 GB 256 GB|CPC_B_2C_4RAM_256GB
Windows 365 Business 2 vCPU 4 GB 64 GB|CPC_B_2C_4RAM_64GB
Windows 365 Business 2 vCPU 8 GB 128 GB|CPC_B_2C_8RAM_128GB
Windows 365 Business 2 vCPU 8 GB 256 GB|CPC_B_2C_8RAM_256GB
Windows 365 Business 4 vCPU 16 GB 128 GB|CPC_B_4C_16RAM_128GB
Windows 365 Business 4 vCPU 16 GB 128 GB (with Windows Hybrid Benefit)|CPC_B_4C_16RAM_128GB_WHB
Windows 365 Business 4 vCPU  16 GB  256 GB|CPC_B_4C_16RAM_256GB
Windows 365 Business 4 vCPU 16 GB 512 GB|CPC_B_4C_16RAM_512GB
Windows 365 Business 8 vCPU 32 GB 128 GB|CPC_B_8C_32RAM_128GB
Windows 365 Business 8 vCPU 32 GB 256 GB|CPC_B_8C_32RAM_256GB
Windows 365 Business 8 vCPU 32 GB 512 GB|CPC_B_8C_32RAM_512GB
Windows 365 Business 16 vCPU, 64 GB, 512 GB|Windows_365_Business_16_vCPU,_64_GB,_512_GB
Windows 365 Business 16 vCPU, 64 GB, 1 TB|Windows_365_Business_16_vCPU,_64_GB,_1_TB
Windows 365 Enterprise 1 vCPU 2 GB 64 GB|CPC_E_1C_2GB_64GB
Windows 365 Enterprise 2 vCPU 4 GB 128 GB|CPC_E_2C_4GB_128GB
Windows 365 Enterprise 2 vCPU 4 GB 256 GB|CPC_E_2C_4GB_256GB
Windows 365 Enterprise 2 vCPU 4 GB 64 GB|CPC_E_2C_4GB_64GB
Windows 365 Enterprise 2 vCPU 8 GB 128 GB|CPC_E_2C_8GB_128GB
Windows 365 Enterprise 2 vCPU 8 GB 256 GB|CPC_E_2C_8GB_256GB
Windows 365 Enterprise 4 vCPU 16 GB 128 GB|CPC_E_4C_16GB_128GB
Windows 365 Enterprise 4 vCPU, 16 GB, 256 GB|CPC_E_4C_16GB_256GB
Windows 365 Enterprise 4 vCPU 16 GB 512 GB|CPC_E_4C_16GB_512GB
Windows 365 Enterprise 8 vCPU 32 GB 128 GB|CPC_E_8C_32GB_128GB
Windows 365 Enterprise 8 vCPU 32 GB 256 GB|CPC_E_8C_32GB_256GB
Windows 365 Enterprise 8 vCPU 32 GB 512 GB|CPC_E_8C_32GB_512GB
Windows 365 Enterprise 2 vCPU 4 GB 128 GB (Preview)|CPC_LVL_1
Windows 365 Shared Use 2 vCPU 4 GB 64 GB|Windows_365_S_2vCPU_4GB_64GB
Windows 365 Shared Use 2 vCPU 4 GB 128 GB|Windows_365_S_2vCPU_4GB_128GB
Windows 365 Shared Use 2 vCPU 4 GB 256 GB|Windows_365_S_2vCPU_4GB_256GB
Windows 365 Shared Use 2 vCPU 8 GB 128 GB|Windows_365_S_2vCPU_8GB_128GB
Windows 365 Shared Use 2 vCPU 8 GB 256 GB|Windows_365_S_2vCPU_8GB_256GB
Windows 365 Shared Use 4 vCPU 16 GB 128 GB|Windows_365_S_4vCPU_16GB_128GB
Windows 365 Shared Use 4 vCPU 16 GB 256 GB|Windows_365_S_4vCPU_16GB_256GB
Windows 365 Shared Use 4 vCPU 16 GB 512 GB|Windows_365_S_4vCPU_16GB_512GB
Windows 365 Shared Use 8 vCPU 32 GB 128 GB|Windows_365_S_8vCPU_32GB_128GB
Windows 365 Shared Use 8 vCPU 32 GB 256 GB|Windows_365_S_8vCPU_32GB_256GB
Windows 365 Shared Use 8 vCPU 32 GB 512 GB|Windows_365_S_8vCPU_32GB_512GB
Windows Store for Business|WINDOWS_STORE
Windows Store for Business EDU Faculty|WSFB_EDU_FACULTY
Workload Identities Premium|Workload_Identities_Premium_CN
